PERSON_AGE,VEHICLE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,PERSON_ID,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
38.0,0.0,4461668.0,27/09/2021,01:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,545076e0-a331-4142-a8ae-631b06e1cd38,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
90.0,0.0,4462331.0,28/09/2021,11:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,8958eece-b347-4cd6-bad6-5cc3cd27158e,Unspecified,,Pedestrian,Crossing With Signal,Killed
23.0,20079377.0,4464988.0,28/09/2021,20:00,Head,None,M,Occupant,,,Ejected,Unknown,Unknown,c83063d8-d559-4474-9e0c-999b8124664d,,Driver,Driver,,Killed
31.0,0.0,4462333.0,28/09/2021,21:00,Entire Body,,F,Pedestrian,Does Not Apply,Unspecified,,Internal,Apparent Death,dc927e7a-11b7-4c2c-81ec-fc50775dfa3d,Unspecified,,Pedestrian,Other Actions in Roadway,Killed
16.0,20102931.0,4464370.0,02/10/2021,01:00,Chest,Unknown,M,Occupant,,,Not Ejected,Internal,Apparent Death,818cf03d-fcdf-44b9-8eba-ece18402e5bb,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Killed
39.0,20075565.0,4463262.0,02/10/2021,02:00,Head,None,M,Other Motorized,,,Ejected,Severe Bleeding,Apparent Death,ba4e4e31-cc61-47e7-9756-a8b9adb55a25,,Driver,Driver,,Killed
32.0,20082542.0,4463263.0,02/10/2021,13:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,8a0e311d-d606-419b-8b8c-c802f621ab65,,Driver,Driver,,Killed
81.0,0.0,4464559.0,04/10/2021,15:00,Neck,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Fracture - Distorted - Dislocation,Apparent Death,fff92e4f-c5e1-4ad4-9e0f-7577b232f14f,Unspecified,,Pedestrian,Crossing With Signal,Killed
40.0,20080343.0,4464778.0,06/10/2021,00:00,Head,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Apparent Death,f3ee9959-55b3-4bfc-966b-414cd7315ef7,,Driver,Driver,,Killed
62.0,20088398.0,4465371.0,07/10/2021,00:00,Chest,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,6020922e-4d1c-4134-95cb-f5a380f3cecd,,Driver,Driver,,Killed
38.0,20080066.0,4465373.0,07/10/2021,02:00,Unknown,Air Bag Deployed,M,Occupant,,,Not Ejected,Internal,Apparent Death,ccef313f-4bd4-4b95-a3ae-ecfd8de4c619,,Driver,Driver,,Killed
95.0,0.0,4464892.0,07/10/2021,05:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Complaint of Pain or Nausea,Conscious,9e09567a-313a-4d16-a3cc-cd2b01ca6e6c,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
18.0,0.0,4466279.0,10/10/2021,17:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,b7424dc5-ad19-4d0e-b417-1e1dd5d693b3,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
35.0,0.0,4466053.0,11/10/2021,01:00,Entire Body,,M,Pedestrian,Does Not Apply,Unspecified,,Internal,Apparent Death,dff3b4fe-8bea-4636-bb71-19e2c6594788,Unspecified,,Pedestrian,Other Actions in Roadway,Killed
32.0,20083131.0,4466536.0,11/10/2021,07:00,Entire Body,Helmet Only (In-Line Skater/Bicyclist),M,Other Motorized,,,Ejected,Crush Injuries,Apparent Death,0264db23-935a-40b0-8eaf-4eb7c26f19ee,,Driver,Driver,,Killed
66.0,20088710.0,4469160.0,12/10/2021,19:00,Head,None,M,Other Motorized,,,Ejected,Minor Bleeding,Conscious,429d6527-6845-418b-9d5d-9d4ee120d1f2,,Riding/Hanging on Outside,Driver,,Killed
36.0,20102373.0,4475458.0,13/10/2021,22:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,d2841f41-b0ac-4639-b906-845a53b3746c,,Driver,Driver,,Killed
68.0,0.0,4467112.0,14/10/2021,08:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Unconscious,17ce8229-9400-4d8f-ba4a-09cc24aa7ece,Unspecified,,Pedestrian,Crossing With Signal,Killed
30.0,20091024.0,4467504.0,15/10/2021,02:00,Head,None,M,Occupant,,,Not Ejected,Internal,Apparent Death,1a6f5aa7-5125-4be2-8499-fe7977cb0d90,,Driver,Driver,,Killed
66.0,20103622.0,4467708.0,15/10/2021,17:00,Unknown,Lap Belt & Harness,M,Occupant,,,Not Ejected,Unknown,Unconscious,ec5161ec-41e8-4025-9814-55057d150813,,Driver,Driver,,Killed
56.0,20085675.0,4467747.0,15/10/2021,22:00,Entire Body,None,M,Bicyclist,,,Not Ejected,Internal,Apparent Death,c75d53c9-2613-4370-b7dd-c5e80cb6a13e,,Driver,Driver,,Killed
42.0,20086158.0,4468191.0,17/10/2021,04:00,Entire Body,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Not Ejected,Internal,Apparent Death,bcff41db-e642-4ff5-b6e8-c901a75347a6,,Driver,Driver,,Killed
25.0,20086728.0,4468192.0,17/10/2021,17:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,16b0b65a-8603-4973-b07e-8b91c02d9a12,,Driver,Driver,,Killed
22.0,20088723.0,4468548.0,17/10/2021,23:00,Head,None,F,Occupant,,,Not Ejected,Internal,Apparent Death,ce3e727b-7b23-47f2-b865-67c163876c81,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Killed
27.0,0.0,4468965.0,18/10/2021,06:00,Head,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Unconscious,74c30dab-a1f5-4807-a358-65a403963d0f,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
55.0,20087193.0,4468597.0,18/10/2021,17:00,Head,None,M,Bicyclist,,,Ejected,Internal,Apparent Death,7b9d3580-87b5-469b-9c2d-192c30d01544,,Driver,Driver,,Killed
39.0,0.0,4471036.0,19/10/2021,08:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Crush Injuries,Unconscious,c405ca2b-4fd7-4104-8438-a35481d2ffc0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
51.0,20103301.0,4469899.0,22/10/2021,14:00,Abdomen - Pelvis,Helmet (Motorcycle Only),M,Occupant,,,Ejected,Internal,Unconscious,ceff1a52-010b-46e9-941f-8d469a9176de,,Driver,Driver,,Killed
63.0,0.0,4472717.0,23/10/2021,03:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Internal,Apparent Death,65edc60d-05af-447d-98c2-953ab09c32ee,Traffic Control Disregarded,,Pedestrian,Crossing Against Signal,Killed
43.0,0.0,4470592.0,23/10/2021,04:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Severe Bleeding,Apparent Death,f193b57d-62ee-4e32-9e41-d41bb4039eca,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
33.0,0.0,4470590.0,23/10/2021,23:00,Entire Body,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,94a67db2-afd1-4259-9475-1506a5eeecd1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
2.0,0.0,4470595.0,24/10/2021,20:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,0aac4903-4e85-459e-b7c8-2625cb543754,Unspecified,,Pedestrian,Emerging from in Front of/Behind Parked Vehicle,Killed
58.0,0.0,4472056.0,28/10/2021,20:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Crush Injuries,Apparent Death,fca9f9d4-b358-4cf4-952d-34b5d8ed5543,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
51.0,0.0,4472335.0,29/10/2021,05:00,Entire Body,,M,Pedestrian,Does Not Apply,Unspecified,,Crush Injuries,Unconscious,b79cff09-7e7a-4fdd-b986-93f00aa6d510,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Does Not Apply,Killed
2.0,0.0,4472716.0,29/10/2021,13:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Apparent Death,ebaa6a11-bad0-41a6-a8fc-dc88518d63bc,Unspecified,,Pedestrian,Unknown,Killed
34.0,20098697.0,4473668.0,01/11/2021,01:00,Chest,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Not Ejected,Internal,Apparent Death,ffb52c25-6e50-45c2-b889-be7c46aeed46,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Killed
24.0,20102048.0,4473468.0,02/11/2021,11:00,Entire Body,None,F,Occupant,,,Not Ejected,Crush Injuries,Unconscious,1c6162ca-94e7-434e-806c-f4490e4e50c7,,Driver,Driver,,Killed
58.0,20099711.0,4474072.0,03/11/2021,08:00,Entire Body,Helmet/Other (In-Line Skater/Bicyclist),M,Bicyclist,,,Not Ejected,Crush Injuries,Apparent Death,44bcfde0-f94e-4baf-8bfc-a456135f382f,,Driver,Driver,,Killed
69.0,0.0,4474547.0,05/11/2021,14:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Unconscious,6d352785-d290-4616-8f05-8d9f5874c251,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
46.0,20104858.0,4476600.0,09/11/2021,10:00,Head,None,M,Occupant,,,Ejected,Internal,Apparent Death,f485eff6-934c-4446-b491-db9757a7f9eb,,Driver,Driver,,Killed
78.0,0.0,4476053.0,10/11/2021,14:00,Chest,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,64bcaded-12b8-4ddd-83b9-28a33cd90529,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
33.0,0.0,4476909.0,11/11/2021,05:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,dd071936-109e-4bcc-ac2f-ace2e67c74db,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Killed
28.0,20106827.0,4477267.0,14/11/2021,00:00,Entire Body,Unknown,M,Occupant,,,Partially Ejected,Internal,Apparent Death,091dd2e5-8883-4838-b391-6688922d732e,,Driver,Driver,,Killed
56.0,0.0,4477266.0,14/11/2021,03:00,Entire Body,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Apparent Death,a8a235a9-cb34-47ae-8da6-14ab8b6c7c82,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
0.0,0.0,4477393.0,14/11/2021,05:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Internal,Unconscious,595b50dc-788c-4263-8331-4e5a69115e43,Unspecified,,Pedestrian,Unknown,Killed
80.0,0.0,4478022.0,16/11/2021,06:00,Head,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Internal,Unconscious,bd217c53-01d9-49e1-b16d-27efcf1f2330,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Other Actions in Roadway,Killed
57.0,19986739.0,4428402.0,18/06/2021,08:00,Neck,Lap Belt & Harness,F,Occupant,,,Not Ejected,Contusion - Bruise,Conscious,a5cb932e-f59c-4c39-a661-42ba5e0b87e4,,"Middle front seat, or passenger lying across a seat",Passenger,,Injured
32.0,19945578.0,4402978.0,29/03/2021,19:00,Shoulder - Upper Arm,Lap Belt & Harness,F,Occupant,,,Not Ejected,Internal,Conscious,ba1f5827-1d73-4d2b-baf4-6ab5d02297c0,,Driver,Driver,,Injured
37.0,19996758.0,4433080.0,30/06/2021,17:00,Neck,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,242fe391-8c5c-422b-83cd-fe8a74ed3c88,,Driver,Driver,,Injured
23.0,19999158.0,4430818.0,23/06/2021,18:00,Entire Body,Unknown,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,c92d406b-34a5-4216-bf5e-6b71a2000dfb,,Driver,Driver,,Injured
34.0,19853625.0,4394450.0,24/02/2021,17:00,Back,Lap Belt,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,f2cfcfe0-61fc-4026-95f7-d65b73387174,,Driver,Driver,,Injured
29.0,20083654.0,4466754.0,01/10/2021,12:00,Head,Lap Belt,M,Occupant,,,Not Ejected,Contusion - Bruise,Conscious,4dc19b57-5111-4e92-9a17-01d038081ceb,,Driver,Driver,,Injured
42.0,20016047.0,4436228.0,12/07/2021,13:00,Back,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,764e77ec-447e-48cd-894a-d48f2fa0c3e8,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
34.0,19993839.0,4425868.0,11/06/2021,08:00,Knee-Lower Leg Foot,Air Bag Deployed,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,8c95f770-b4f5-440a-b56d-e59d1cd5d5e0,,Driver,Driver,,Injured
20.0,19831117.0,4384346.0,16/01/2021,15:00,Entire Body,Unknown,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,665bfb0a-dbd1-4eaf-9532-e3794a3bd4a5,,Driver,Driver,,Injured
13.0,0.0,4411308.0,24/04/2021,16:00,Face,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Complaint of Pain or Nausea,Conscious,f1f22183-a275-4553-be45-dd7bade2de9b,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,Emerging from in Front of/Behind Parked Vehicle,Injured
20.0,20071389.0,4461324.0,26/09/2021,03:00,Back,Lap Belt,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,716e0191-e026-46a6-a987-86dfaf0bdbf9,,Driver,Driver,,Injured
30.0,20012610.0,4432515.0,29/06/2021,00:00,Chest,Air Bag Deployed/Lap Belt/Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,5d26b33c-bf39-4cb9-9342-f6686b4dce83,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Injured
2.0,20010365.0,4416443.0,13/05/2021,20:00,Head,Child Restraint Only,F,Occupant,,,Not Ejected,Contusion - Bruise,Conscious,c6cbfa6a-b2ac-4761-9dab-e3dd07df4fc1,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
37.0,19945128.0,4412344.0,02/05/2021,02:00,Neck,Unknown,M,Occupant,,,Not Ejected,None Visible,Conscious,c3dc2ac5-9ca1-41ab-9538-f299d325500e,,Driver,Driver,,Injured
25.0,20061450.0,4435366.0,08/07/2021,23:00,Back,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,c1910b96-c75f-4500-9042-b3302d29e4f1,,Driver,Driver,,Injured
45.0,19991833.0,4421244.0,28/05/2021,06:00,Back,None,M,Bicyclist,,,Not Ejected,Complaint of Pain or Nausea,Conscious,a99f9ac4-1b58-41bf-b312-980ee103a7f6,,Driver,Driver,,Injured
20.0,19991852.0,4420431.0,10/05/2021,18:00,Back,None,M,Other Motorized,,,Not Ejected,Complaint of Pain or Nausea,Conscious,2ba79e18-b4d4-4aa3-b153-4ae291d9b6c2,,Driver,Driver,,Injured
21.0,20097795.0,4473443.0,01/11/2021,19:00,Knee-Lower Leg Foot,Unknown,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,90089d96-6d04-4953-a168-bcc416c7d621,,Driver,Driver,,Injured
31.0,20025025.0,4440439.0,23/07/2021,18:00,Elbow-Lower-Arm-Hand,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,514b83d8-57e3-4f7e-b97b-efff39eead6b,,Driver,Driver,,Injured
14.0,20056871.0,4455130.0,08/09/2021,15:00,Elbow-Lower-Arm-Hand,None,F,Bicyclist,,,Not Ejected,Abrasion,Conscious,de61bf1f-adea-4987-8a87-5eaa90cd7b69,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Injured
49.0,20023102.0,4435977.0,10/07/2021,17:00,Back,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,fed900f1-8645-4e77-8572-fb03e1c7067f,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Injured
53.0,0.0,4473365.0,01/11/2021,09:00,Elbow-Lower-Arm-Hand,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Unspecified,,Complaint of Pain or Nausea,Conscious,84aaf8a9-5db8-4706-92da-3869ce40773d,Other Vehicular,,Pedestrian,Other Actions in Roadway,Injured
66.0,20001928.0,4421108.0,27/05/2021,11:00,Neck,Lap Belt & Harness,M,Occupant,,,Not Ejected,Whiplash,Conscious,2575b783-0320-418e-bc88-ff0555c1f6d5,,Driver,Driver,,Injured
48.0,20028953.0,4442125.0,30/07/2021,16:00,Back,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,23521292-2367-4a3e-a5b5-5607de44a0b4,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Injured
34.0,19945018.0,4416253.0,13/05/2021,20:00,Face,Unknown,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,a551b3fc-29bb-4851-8eb0-8db24fff9769,,Driver,Driver,,Injured
31.0,20066702.0,4457233.0,14/09/2021,16:00,Knee-Lower Leg Foot,None,M,Occupant,,,Not Ejected,Contusion - Bruise,Conscious,1638a287-8f69-4173-97c7-07d2372e063d,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Injured
31.0,19965764.0,4408572.0,18/04/2021,17:00,Neck,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,39cc7705-1b49-465c-bf5f-cf1c58531f5e,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
0.0,20012999.0,4434971.0,07/07/2021,11:00,Unknown,Child Restraint Only,F,Occupant,,,Not Ejected,Unknown,Conscious,cf3809df-4022-4fd0-939e-f0c803b5ded2,,"Middle rear seat, or passenger lying across a seat",Passenger,,Injured
57.0,20045338.0,4449520.0,20/08/2021,09:00,Entire Body,Lap Belt & Harness,F,Occupant,,,Not Ejected,Whiplash,Conscious,88fe5d8e-0332-45f9-9c13-d7619b9a92ab,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
24.0,19866457.0,4390959.0,09/02/2021,22:00,Elbow-Lower-Arm-Hand,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,ccfe0382-665b-42bd-98bb-83c4cfc776f0,,"Front passenger, if two or more persons, including the driver, are in the front seat",Passenger,,Injured
50.0,19851135.0,4393446.0,21/02/2021,16:00,Neck,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,40b4f2d2-8348-4e19-8a7c-bd4627039410,,Driver,Driver,,Injured
54.0,19831637.0,4384747.0,15/01/2021,13:00,Knee-Lower Leg Foot,Unknown,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,8f49a0a3-56ef-4957-b901-8073c67da4e1,,"Middle rear seat, or passenger lying across a seat",Passenger,,Injured
25.0,20061481.0,4456966.0,13/09/2021,23:00,Back,Unknown,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Unknown,bc9a05e4-e470-491c-aea8-2103a6ad0a14,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
38.0,20067739.0,4459648.0,21/09/2021,06:00,Knee-Lower Leg Foot,None,M,Other Motorized,,,Not Ejected,Crush Injuries,Conscious,b6af2445-96f4-49e9-85bf-c8ba60108a4c,,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Passenger,,Injured
51.0,20057149.0,4454934.0,07/09/2021,18:00,Entire Body,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,7733a863-9cb8-4d1d-aadc-294e6e5e4c93,,Driver,Driver,,Injured
35.0,19959097.0,4417596.0,15/05/2021,15:00,Knee-Lower Leg Foot,None,M,Occupant,,,Not Ejected,Abrasion,Conscious,36b9d6c2-9143-43e2-9383-40a3517bbcb0,,Driver,Driver,,Injured
29.0,19837849.0,4387395.0,28/01/2021,01:00,Neck,Lap Belt & Harness,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,5585d039-2abb-4f62-b6bc-cc1dd408d514,,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Passenger,,Injured
1.0,20084156.0,4467053.0,12/10/2021,14:00,Unknown,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,8285d7ec-05ca-4b22-a639-de09a4b2a26a,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
43.0,0.0,4469068.0,16/10/2021,18:00,Shoulder - Upper Arm,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Complaint of Pain or Nausea,Conscious,ad4e8a72-4c6a-4e8f-a2b7-fcbbb839335e,Unspecified,,Pedestrian,Crossing With Signal,Injured
1.0,20056572.0,4454697.0,06/09/2021,12:00,Entire Body,Child Restraint Only,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,35509c1b-1699-4895-82ea-99ce5bf82ee3,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
40.0,20016154.0,4418871.0,20/05/2021,23:00,Head,Lap Belt & Harness,F,Occupant,,,Not Ejected,Minor Bleeding,Conscious,73fea6f9-9707-4d37-abe4-2d28b460ee04,,Driver,Driver,,Injured
21.0,20052170.0,4452846.0,29/08/2021,04:00,Face,Lap Belt,F,Occupant,,,Not Ejected,Minor Bleeding,Conscious,9fd368a1-8467-4598-a920-3dd1bbbeeca5,,Right rear passenger or motorcycle sidecar passenger,Passenger,,Injured
25.0,19978708.0,4415997.0,12/05/2021,16:00,Elbow-Lower-Arm-Hand,None,M,Occupant,,,Not Ejected,Minor Bleeding,Conscious,f34446ab-44f2-4779-9145-3029103bcf28,,Driver,Driver,,Injured
8.0,20010710.0,4424979.0,08/06/2021,17:00,Head,None,M,Bicyclist,,,Not Ejected,Contusion - Bruise,Conscious,d29236a7-ccc8-464b-b7d5-d3287d15b30e,,Driver,Driver,,Injured
34.0,20027575.0,4441565.0,28/07/2021,10:00,Back,Unknown,F,Other Motorized,,,Not Ejected,Complaint of Pain or Nausea,Conscious,f20c0e3b-42d7-4e03-b009-9ee7297d17fa,,Driver,Driver,,Injured
34.0,19852591.0,4394307.0,24/02/2021,14:00,Chest,Lap Belt,F,Occupant,,,Not Ejected,None Visible,Conscious,a6ec3328-a98a-42e2-983f-53f60bfc75c0,,Driver,Driver,,Injured
65.0,19985617.0,4429093.0,20/06/2021,14:00,Head,Lap Belt & Harness,F,Occupant,,,Not Ejected,Contusion - Bruise,Conscious,81b832a0-32e8-4224-9e6f-0a1fb7cb22bb,,Driver,Driver,,Injured
29.0,0.0,4447394.0,16/08/2021,04:00,Elbow-Lower-Arm-Hand,,M,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Abrasion,Conscious,a1d4cc83-8ec9-4be8-9bf6-7d4c862c32bf,Unspecified,,Pedestrian,Crossing With Signal,Injured
35.0,19828708.0,4383526.0,11/01/2021,11:00,Back,Unknown,F,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,476aef68-744f-4581-b1a3-d8f009a941ec,,Driver,Driver,,Injured
40.0,20099241.0,4474038.0,03/11/2021,20:00,Elbow-Lower-Arm-Hand,Air Bag Deployed/Lap Belt/Harness,M,Occupant,,,Not Ejected,Minor Bleeding,Conscious,fcbe027a-9650-478d-9666-9c45542dd0eb,,Driver,Driver,,Injured
31.0,19990026.0,4425162.0,07/06/2021,19:00,Neck,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,3fdd21d2-9b5f-455d-a2ec-973fd02ab560,,Driver,Driver,,Injured
29.0,0.0,4473808.0,03/11/2021,16:00,Shoulder - Upper Arm,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Complaint of Pain or Nausea,Conscious,f0cf1e3a-f2f0-4ac1-96b4-98ed43827b6e,Unspecified,,Pedestrian,Crossing With Signal,Injured
26.0,20003466.0,4423845.0,03/06/2021,15:00,Head,Lap Belt & Harness,F,Occupant,,,Not Ejected,Whiplash,Conscious,8d0ec06a-e90b-4511-804e-f3d6eca58b8e,,Driver,Driver,,Injured
39.0,20008357.0,4431031.0,26/06/2021,09:00,Back,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,82f61ea0-6310-430f-8d6f-6cdc44510e1f,,Driver,Driver,,Injured
46.0,20006963.0,4428451.0,17/06/2021,11:00,Chest,Lap Belt & Harness,M,Occupant,,,Not Ejected,Complaint of Pain or Nausea,Conscious,0258de7f-4adc-4a0a-bf99-a3057e4a0e9d,,Driver,Driver,,Injured
35.0,20089680.0,4469469.0,21/10/2021,11:00,Entire Body,None,F,Other Motorized,,,Not Ejected,Complaint of Pain or Nausea,Conscious,c641b313-9f8a-4d2e-8aa0-e9c0b714a48f,,Driver,Driver,,Injured
37.0,20044497.0,4440056.0,24/07/2021,10:00,Shoulder - Upper Arm,Lap Belt,F,Occupant,,,Not Ejected,Whiplash,Shock,75da807e-cbf5-4227-a0a9-9cf0a5861116,,Driver,Driver,,Injured
27.0,0.0,4456425.0,06/09/2021,15:00,Elbow-Lower-Arm-Hand,,F,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Unspecified,,Contusion - Bruise,Conscious,c4556759-be71-4850-9b71-c02e4b7b735f,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,Pedestrian,"Crossing, No Signal, or Crosswalk",Injured
